Incident Number,Date/Time,Address,Incident Type,Completed,Reviewed,,,,,
0002362 - 000,3/19/21 15:00,206 W Access Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002363 - 000,3/19/21 15:56,1801 Pearce Ct,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002364 - 000,3/19/21 16:06,204 NB,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002365 - 000,3/19/21 17:34,621 W San Antonio St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002366 - 000,3/19/21 17:58,900 Bugg Ln  # 124,553 - Public service,Yes,Yes,,,,,
0002367 - 000,3/19/21 19:04,1229 N LBJ Dr  # 201,"113 - Cooking fire, confined to container",Yes,Yes,,,,,
0002368 - 000,3/19/21 19:17,1401 E McCarty Ln  # 22S,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002369 - 000,3/19/21 19:51,645 Bandera St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002370 - 000,3/19/21 20:38,1401 Wonder World Dr  # 8,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002371 - 000,3/19/21 22:28,1201 Thorpe Ln  # 180,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002372 - 000,3/19/21 23:28,418 Parkside Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002373 - 000,3/20/21 0:22,E Hopkins St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002374 - 000,3/20/21 1:00,129 E Hopkins St  # 100,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002375 - 000,3/20/21 2:23,1629 Post Rd  # 6224,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002376 - 000,3/20/21 7:06,650 River Rd  # CLUB,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0002377 - 000,3/20/21 12:14,206 NB  # Right Sh,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0002378 - 000,3/20/21 12:28,1285 William Pettus Rd,143 - Grass fire,Yes,Yes,,,,,
0002379 - 000,3/20/21 13:36,1001 Crepe Myrtle Dr  # 10,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002380 - 000,3/20/21 15:42,405 Mill St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002381 - 000,3/20/21 16:00,1850 Aquarena Springs Dr  # 931,"100 - Fire, other",Yes,Yes,,,,,
0002382 - 000,3/20/21 16:02,200 W Hopkins St  # BUS STOP,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002383 - 000,3/20/21 16:06,402 Candlelight Ln,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002384 - 000,3/20/21 16:51,311 W Hopkins St,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002385 - 000,3/20/21 16:56,1006 Delmar St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002386 - 000,3/20/21 17:36,200 NB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0002387 - 000,3/20/21 18:01,202 Porter St,444 - Power line down,Yes,Yes,,,,,
0002388 - 000,3/20/21 18:43,323 W Hutchison St,111R - Building fire - Residential,Yes,Yes,,,,,
0002390 - 000,3/20/21 18:51,200 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002391 - 000,3/20/21 19:38,229 Craddock Ave,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002392 - 000,3/20/21 19:48,2315 S IH 35,"400 - Hazardous condition, other",Yes,Yes,,,,,
0002393 - 000,3/20/21 19:55,1216 Barbara Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002394 - 000,3/20/21 20:05,811 S Guadalupe St  # 126,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002395 - 000,3/20/21 23:19,204 NB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0002396 - 000,3/21/21 0:47,1708 Hamilton Ave,111 - Building fire,Yes,Yes,,,,,
0002397 - 000,3/21/21 2:55,201 SB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0002400 - 000,3/21/21 9:58,817 N IH 35  # PLOT,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002402 - 000,3/21/21 12:26,206 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002403 - 000,3/21/21 14:11,3939 S IH 35  # 1105,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002404 - 000,3/21/21 14:29,199 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002405 - 000,3/21/21 14:47,1100 Centerpoint Rd,"463 - Vehicle accident, general cleanup",Yes,Yes,,,,,
0002406 - 000,3/21/21 17:37,1351 Sadler Dr  # 216A,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002407 - 000,3/21/21 20:58,205 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002408 - 000,3/21/21 21:35,1800 Post Rd  # 1132,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002409 - 000,3/21/21 22:34,1850 Aquarena Springs Dr  # 1422,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0002410 - 000,3/21/21 23:08,2913 Hunter Rd  # 617,522 - Water or steam leak,Yes,Yes,,,,,
0002411 - 000,3/22/21 0:48,1200 Conway Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002412 - 000,3/22/21 9:03,113 Chico St,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0002414 - 000,3/22/21 9:54,EXIT 200 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002415 - 000,3/22/21 11:07,In front of Craddock Ave,553 - Public service,Yes,Yes,,,,,
0002416 - 000,3/22/21 10:58,3891 FM 1978,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002417 - 000,3/22/21 13:11,109 Split Rail Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002418 - 000,3/22/21 15:12,1400 Hwy 123,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002419 - 000,3/22/21 17:26,155 Wonder World Dr,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002420 - 000,3/22/21 17:56,640 Mill St  # B,522 - Water or steam leak,Yes,Yes,,,,,
0002421 - 000,3/22/21 19:37,520 S Guadalupe St  # 201,554 - Assist invalid,Yes,Yes,,,,,
0002422 - 000,3/22/21 21:18,613 W San Antonio St  # 108,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002423 - 000,3/22/21 22:52,1509 N IH 35  # RM4,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002424 - 000,3/22/21 23:40,1132 Stagecoach Trl,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002425 - 000,3/23/21 1:52,1476 E McCarty Ln,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0002426 - 000,3/23/21 10:27,301 Foxtail Run,"710 - Malicious, mischievous false call, other",Yes,Yes,,,,,
0002427 - 000,3/23/21 10:46,208 NB Rd  # BRIDGE,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0002428 - 000,3/23/21 11:21,1401 E McCarty Ln,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002429 - 000,3/23/21 13:48,641 E Hopkins St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002430 - 000,3/23/21 15:03,E Hopkins St  # LANE,552 - Police matter,Yes,Yes,,,,,
0002431 - 000,3/23/21 15:13,1611 Clovis Barker Rd,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0002432 - 000,3/23/21 16:01,1035 Hwy 123  # 101,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002433 - 000,3/23/21 16:13,1437 Post Rd,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002434 - 000,3/23/21 16:43,1300 Aquarena Springs Dr,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0002435 - 000,3/23/21 17:55,W Access Rd,553 - Public service,Yes,Yes,,,,,
0002436 - 000,3/23/21 18:00,Skylark Ln,"510 - Person in distress, other",Yes,Yes,,,,,
0002437 - 000,3/23/21 18:45,1401 Clyde St  # B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002438 - 000,3/23/21 19:05,Allen St,553 - Public service,Yes,Yes,,,,,
0002439 - 000,3/23/21 19:30,204 NB,"500 - Service Call, other",Yes,Yes,,,,,
0002440 - 000,3/23/21 19:42,1305 S IH 35,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002441 - 000,3/23/21 21:43,1951 Hunter Rd  # 8101,"500 - Service Call, other",Yes,Yes,,,,,
0002442 - 000,3/23/21 22:14,1427 Schulle Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002443 - 000,3/24/21 0:37,116 Clemens St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002444 - 000,3/24/21 8:30,204 SB,"463 - Vehicle accident, general cleanup",Yes,Yes,,,,,
0002445 - 000,3/24/21 8:57,225 Living Oak Cv,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002447 - 000,3/24/21 9:31,On Hwy 123  at FM 110,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0002448 - 000,3/24/21 10:38,1740 Old Ranch Road 12,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002450 - 000,3/24/21 11:54,1610 N IH 35,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0002451 - 000,3/24/21 11:55,On Moore St  at W Hutchison St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002452 - 000,3/24/21 12:59,421 Lindsey St,412 - Gas leak (natural gas or LPG),Yes,Yes,,,,,
0002453 - 000,3/24/21 14:17,2041 S IH 35 Pkwy  # ACROSS,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002454 - 000,3/24/21 14:55,204 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002455 - 000,3/24/21 15:04,202 NB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0002456 - 000,3/24/21 15:18,1706 N IH 35  # 10,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002457 - 000,3/24/21 16:10,930 N IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002458 - 000,3/24/21 18:29,1701 N IH 35  # 202,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002459 - 000,3/24/21 18:35,1015 Advance St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002460 - 000,3/24/21 19:56,345 Champions Blvd  # 1221,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002461 - 000,3/24/21 20:44,101 Concho St  # ELEV,353 - Removal of victim(s) from stalled elevator,Yes,Yes,,,,,
0002462 - 000,3/24/21 20:42,199 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0002463 - 000,3/24/21 21:08,101 Concho St,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0002464 - 000,3/24/21 22:07,1720 Old Ranch Road 12  # 213,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002466 - 000,3/25/21 2:19,202 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002467 - 000,3/25/21 4:13,210 SB,552 - Police matter,Yes,Yes,,,,,
0002468 - 000,3/25/21 5:12,1235 W MLK Dr  # 6,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002469 - 000,3/25/21 6:46,209 NB  # Proper,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0002470 - 000,3/25/21 7:57,208 NB,553 - Public service,Yes,Yes,,,,,
0002472 - 000,3/25/21 8:00,1720 Old Ranch Road 12  # B213,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002473 - 000,3/25/21 8:07,210 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002474 - 000,3/25/21 8:33,199 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002475 - 000,3/25/21 10:12,600 Wonder World Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002476 - 000,3/25/21 10:28,202 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002477 - 000,3/25/21 11:06,202 NB St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002479 - 000,3/25/21 11:56,350 North St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002480 - 000,3/25/21 12:47,1350 Leah Ave,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002481 - 000,3/25/21 13:12,1651 Post Rd  # UNK,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0002482 - 000,3/25/21 13:25,308 E Hopkins St,"730 - System malfunction, other",Yes,Yes,,,,,
0002483 - 000,3/25/21 13:45,1651 Post Rd,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0002484 - 000,3/25/21 13:51,1401 Clyde St  # B,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002485 - 000,3/25/21 14:11,1201 Thorpe Ln  # 100,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002486 - 000,3/25/21 14:16,1401 Wonder World Dr  # 18,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002487 - 000,3/25/21 14:42,4015 S IH 35  # 940,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002489 - 000,3/25/21 16:28,201 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002490 - 000,3/25/21 17:26,1320 Wonder World Dr  # 101,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002491 - 000,3/25/21 19:34,315 Harvard St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002493 - 000,3/25/21 20:30,600 Wonder World Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002494 - 000,3/26/21 0:13,101 Concho St  # 517,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002495 - 000,3/26/21 0:43,211 Lookout Ridge Lp,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002496 - 000,3/26/21 1:01,1401 Clyde St  # B,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002497 - 000,3/26/21 2:08,201 Telluride St  # 1081,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002498 - 000,3/26/21 2:36,E Access Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002499 - 000,3/26/21 9:39,401 N Fredericksburg St  # ENTIRE,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0002500 - 000,3/26/21 10:50,316 W Hopkins St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002501 - 000,3/26/21 11:35,1720 Old Ranch Road 12  # B213,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002502 - 000,3/26/21 11:57,1201 Hwy 80,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002503 - 000,3/26/21 12:28,1213 HWY 80,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002504 - 000,3/26/21 13:34,200 NB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0002505 - 000,3/26/21 13:58,200 NB,"550 - Public service assistance, other",Yes,Yes,,,,,
0002506 - 000,3/26/21 15:56,930 N IH 35  # 107,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002507 - 000,3/26/21 16:21,Wonder World Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002508 - 000,3/26/21 17:00,202 NB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0002509 - 000,3/26/21 17:33,1201 Thorpe Ln  # 100,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002510 - 000,3/26/21 17:36,201 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002511 - 000,3/26/21 17:39,1101 Hwy 123,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002512 - 000,3/26/21 19:24,600 Wonder World Dr,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes,,,,,
0002513 - 000,3/26/21 19:37,1800 Post Rd  # BLDG 11,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0002514 - 000,3/26/21 19:39,955 Haynes St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002515 - 000,3/26/21 22:19,210 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002516 - 000,3/27/21 1:18,1690 Hofheinz St  # B4,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002517 - 000,3/27/21 2:12,800 N Bishop St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002518 - 000,3/27/21 3:30,1201 Thorpe Ln  # 82,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002519 - 000,3/27/21 6:06,1201 Thorpe Ln  # 100,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002520 - 000,3/27/21 8:14,301 Hay Barn St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002521 - 000,3/27/21 9:13,1201 Thorpe Ln  # 100,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002522 - 000,3/27/21 9:21,220 N Mitchell Ave,522 - Water or steam leak,Yes,Yes,,,,,
0002523 - 000,3/27/21 10:05,1401 Clyde St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002524 - 000,3/27/21 12:49,1400 Aquarena Springs Dr  # BEHIND,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002525 - 000,3/27/21 13:08,802 Leah Ave  # 313,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002526 - 000,3/27/21 14:12,209 N IH 35,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002527 - 000,3/27/21 15:42,1200 Hwy 80,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002528 - 000,3/27/21 16:27,204 SB,"550 - Public service assistance, other",Yes,Yes,,,,,
0002530 - 000,3/27/21 17:20,209 NB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0002531 - 000,3/27/21 17:28,201 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002532 - 000,3/27/21 18:14,202 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002533 - 000,3/27/21 19:38,833 S Loop St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002534 - 000,3/27/21 21:42,On N C M Allen Pkwy  at University Dr,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002535 - 000,3/27/21 21:50,3085 Hwy 123  # 6104,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002536 - 000,3/28/21 5:56,229 Wisteria Way,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002537 - 000,3/28/21 9:59,205 Oakdale Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002538 - 000,3/28/21 10:05,202 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002539 - 000,3/28/21 11:30,200 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002540 - 000,3/28/21 11:44,201 NB,"600 - Good intent call, other",Yes,Yes,,,,,
0002541 - 000,3/28/21 18:03,200 SB,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002543 - 000,3/28/21 19:20,121 Craddock Ave  # BLDG1,"550 - Public service assistance, other",Yes,Yes,,,,,
0002544 - 000,3/28/21 19:42,Wonder World Dr,553 - Public service,Yes,Yes,,,,,
0002545 - 000,3/28/21 20:58,1230 N LBJ Dr  # 432,522 - Water or steam leak,Yes,Yes,,,,,
0002546 - 000,3/28/21 23:04,116 Dreaming Plum Ln,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002547 - 000,3/28/21 23:09,600 Leah Ave  # 1502,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002548 - 000,3/29/21 1:59,1321 N IH 35  # 120,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002549 - 000,3/29/21 6:57,645 Bandera St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002550 - 000,3/29/21 7:20,1707 Aquarena Springs Dr  # BDG 19,154 - Dumpster or other outside trash receptacle fire,Yes,Yes,,,,,
0002551 - 000,3/29/21 7:45,600 S C M Allen Pkwy,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002553 - 000,3/29/21 8:58,1351 Sadler Dr  # 207B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002554 - 000,3/29/21 10:02,2204 Stonehaven,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002555 - 000,3/29/21 11:07,631 Moore St,553 - Public service,Yes,Yes,,,,,
0002556 - 000,3/29/21 12:02,3620 Hwy 123,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002557 - 000,3/29/21 13:13,224 Leaping Holly St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002558 - 000,3/29/21 15:52,1951 Aquarena Springs Dr  # N/A,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0002559 - 000,3/29/21 16:24,3085 Hwy 123  # 8305,511 - Lock-out,Yes,Yes,,,,,
0002561 - 000,3/29/21 16:33,105 Miles Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002562 - 000,3/29/21 17:52,Wonder World Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002563 - 000,3/29/21 18:38,1351 Thorpe Ln,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002564 - 000,3/29/21 19:24,204 E Access Rd,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0002565 - 000,3/29/21 22:32,452 Stagecoach Trl,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002566 - 000,3/29/21 23:09,204 Cazador Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002567 - 000,3/29/21 23:17,801 S Loop St,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002568 - 000,3/30/21 1:29,104 N IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002569 - 000,3/30/21 1:40,1600 N IH 35  # 103A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002570 - 000,3/30/21 3:24,1201 Thorpe Ln  # 82,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0002571 - 000,3/30/21 4:35,2600 Hunter Rd  # 1306,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002572 - 000,3/30/21 7:56,199 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0002573 - 000,3/30/21 8:27,401 Broadway St  # A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002574 - 000,3/30/21 9:15,1201 Thorpe Ln  # 82,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002575 - 000,3/30/21 9:23,151 E Sessom Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002576 - 000,3/30/21 9:53,1011 Wonder World Dr,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0002577 - 000,3/30/21 11:20,451 Barnes Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002578 - 000,3/30/21 11:41,2212 N IH 35  # 127,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002579 - 000,3/30/21 13:25,E Hopkins St,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0002580 - 000,3/30/21 13:47,199 NB,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002581 - 000,3/30/21 13:59,201 Wisteria Way,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002582 - 000,3/30/21 14:00,802 Leah Ave  # 313,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0002584 - 000,3/30/21 15:39,199 NB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0002585 - 000,3/30/21 16:42,200 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0002586 - 000,3/30/21 17:08,1015 Hwy 80  # ENTRANCE,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002588 - 000,3/30/21 18:04,106 N IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0002589 - 000,3/30/21 18:12,On Cape Rd  at Luciano Flores Blvd,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0002590 - 000,3/30/21 18:13,1610 N IH 35  # 732,381 - Rescue or EMS standby,Yes,Yes,,,,,
0002591 - 000,3/30/21 18:28,1011 Wonder World Dr  # 502,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
